idx,uniqueid,id,maxclass,numinlets,numoutlets,patchx,patchy,parent,abstype,text,displayname
390,obj-52_obj-295_root,obj-52,newobj,2,1,348.0,370.0,obj-295_root,standard,sah~ 0.99,sah~ 0.99
391,obj-53_obj-295_root,obj-53,flonum,1,2,444.0,325.0,obj-295_root,standard,,flonum
392,obj-54_obj-295_root,obj-54,newobj,1,1,444.0,364.0,obj-295_root,standard,sig~ 0.8,sig~ 0.8
393,obj-56_obj-295_root,obj-56,newobj,2,1,338.0,390.0,obj-295_root,standard,!-~ 1.,!-~ 1.
394,obj-58_obj-295_root,obj-58,newobj,1,1,294.0,479.0,obj-295_root,standard,sinx~,sinx~
395,obj-59_obj-295_root,obj-59,newobj,2,1,294.0,448.0,obj-295_root,standard,*~ 1.5,*~ 1.5
396,obj-60_obj-295_root,obj-60,newobj,3,1,294.0,418.0,obj-295_root,standard,trapezoid~ 0.2 0.8,trapezoid~ 0.2 0.8
397,obj-39_obj-295_root,obj-39,comment,1,0,355.0,56.0,obj-295_root,standard,width,width
398,obj-40_obj-295_root,obj-40,comment,1,0,179.0,56.0,obj-295_root,standard,freq,freq
399,obj-41_obj-295_root,obj-41,newobj,1,1,324.0,148.0,obj-295_root,standard,sig~,sig~
400,obj-42_obj-295_root,obj-42,newobj,2,1,324.0,192.0,obj-295_root,standard,sah~ 0.001,sah~ 0.001
401,obj-43_obj-295_root,obj-43,newobj,1,1,404.0,242.0,obj-295_root,standard,sig~,sig~
402,obj-44_obj-295_root,obj-44,newobj,2,1,404.0,272.0,obj-295_root,standard,sah~ 0.001,sah~ 0.001
403,obj-45_obj-295_root,obj-45,newobj,2,1,226.0,293.0,obj-295_root,standard,-~ 0.,-~ 0.
404,obj-46_obj-295_root,obj-46,newobj,1,1,404.0,139.0,obj-295_root,standard,expr ($f1 - 1.),expr ($f1 - 1.)
405,obj-47_obj-295_root,obj-47,newobj,3,1,226.0,319.0,obj-295_root,standard,clip~ 0. 1.,clip~ 0. 1.
406,obj-48_obj-295_root,obj-48,flonum,1,2,404.0,56.0,obj-295_root,standard,,flonum
407,obj-49_obj-295_root,obj-49,newobj,2,1,226.0,259.0,obj-295_root,standard,*~ 1.,*~ 1.
408,obj-50_obj-295_root,obj-50,flonum,1,2,226.0,56.0,obj-295_root,standard,,flonum
409,obj-51_obj-295_root,obj-51,newobj,2,1,226.0,139.0,obj-295_root,standard,phasor~ 2,phasor~ 2
410,obj-295_root,obj-295,newobj,1,1,343.0,-236.5,root,abstraction,lh.pulsarDemo,lh.pulsarDemo
411,obj-298_root,obj-298,newobj,2,1,510.942856,-259.0,root,standard,== 0,== 0
412,obj-299_root,obj-299,newobj,0,1,510.942856,-284.0,root,standard,r pitchTrackerOn,r pitchTrackerOn
413,obj-302_root,obj-302,message,2,1,510.942856,-200.0,root,standard,$1 1,$1 1
414,obj-304_root,obj-304,toggle,1,1,510.942856,-227.0,root,standard,,toggle
415,obj-305_root,obj-305,newobj,1,1,343.0,-264.5,root,standard,mute~,mute~
416,obj-293_root,obj-293,comment,1,0,30.557142999999996,558.0,root,standard,slicerOn,slicerOn
417,obj-261_root,obj-261,newobj,2,1,782.0,-139.0,root,standard,== 0,== 0
418,obj-285_root,obj-285,toggle,1,1,757.057144,-139.0,root,standard,,toggle
419,obj-286_root,obj-286,newobj,1,1,757.057144,-114.5,root,standard,mute~,mute~
420,obj-247_root,obj-247,newobj,0,1,757.057144,-172.5,root,standard,r catStart,r catStart
421,obj-5_obj-59_root,obj-5,comment,1,0,125.0,145.0,obj-59_root,standard,LFO generated to VCO Decay,LFO generated to VCO Decay
422,obj-3_obj-59_root,obj-3,comment,1,0,125.0,94.0,obj-59_root,standard,gates -> RUN/STOP,gates -> RUN/STOP
423,obj-2_obj-59_root,obj-2,comment,1,0,125.0,51.0,obj-59_root,standard,generally short clicks -> TRIGGER,generally short clicks -> TRIGGER
424,obj-13_obj-59_root,obj-13,newobj,1,1,280.0,145.0,obj-59_root,standard,receive~ curve2,receive~ curve2
425,obj-12_obj-59_root,obj-12,newobj,1,1,280.0,94.0,obj-59_root,standard,receive~ runstop,receive~ runstop
426,obj-10_obj-59_root,obj-10,scope~,2,0,483.0,45.0,obj-59_root,standard,,scope~
427,obj-4_obj-59_root,obj-4,newobj,1,1,280.0,49.0,obj-59_root,standard,receive~ triggeradv,receive~ triggeradv
428,obj-9_obj-59_root,obj-9,scope~,2,0,483.0,177.0,obj-59_root,standard,,scope~
429,obj-7_obj-59_root,obj-7,newobj,8,0,479.0,323.0,obj-59_root,standard,dac~ 5 6 7 8 9 10 11 12,dac~ 5 6 7 8 9 10 11 12
430,obj-59_root,obj-59,newobj,0,0,369.33337400000005,576.0,root,abstraction,lh.CV~,lh.CV~
431,obj-77_root,obj-77,newobj,1,1,23.81945799999994,711.707153,root,standard,loadmess 1,loadmess 1
432,obj-273_root,obj-273,newobj,1,1,602.5976212500001,181.25,root,standard,receive~ toPanR,receive~ toPanR
433,obj-254_root,obj-254,newobj,1,1,763.0,647.5,root,standard,loadmess 1.,loadmess 1.
434,obj-153_root,obj-153,flonum,1,2,763.0,676.5,root,standard,,flonum
435,obj-7_obj-272_root,obj-7,comment,1,0,301.0,550.0,obj-272_root,standard,limited before outputs,limited before outputs
436,obj-514_obj-272_root,obj-514,newobj,0,1,30.0,30.0,obj-272_root,standard,r mainLev,r mainLev
437,obj-22_obj-209_obj-272_root,obj-22,newobj,1,1,113.0,14.0,obj-209_obj-272_root,standard,loadmess 127,loadmess 127
438,obj-1_obj-209_obj-272_root,obj-1,flonum,1,2,80.0,145.0,obj-209_obj-272_root,standard,,flonum
439,obj-8_obj-2_obj-209_obj-272_root,obj-8,inlet,0,1,77.0,31.0,obj-2_obj-209_obj-272_root,standard,,inlet
440,obj-7_obj-2_obj-209_obj-272_root,obj-7,outlet,1,0,77.0,162.0,obj-2_obj-209_obj-272_root,standard,,outlet
441,obj-1_obj-2_obj-209_obj-272_root,obj-1,newobj,1,1,77.0,129.0,obj-2_obj-209_obj-272_root,standard,atodb,atodb
442,obj-2_obj-2_obj-209_obj-272_root,obj-2,newobj,6,1,77.0,103.0,obj-2_obj-209_obj-272_root,standard,scale 0. 127. 0. 1. 1.071235,scale 0. 127. 0. 1. 1.071235
443,obj-3_obj-2_obj-209_obj-272_root,obj-3,flonum,1,2,77.0,77.0,obj-2_obj-209_obj-272_root,standard,,flonum
444,obj-6_obj-2_obj-209_obj-272_root,obj-6,comment,1,0,270.0,103.0,obj-2_obj-209_obj-272_root,standard,Converts gain to dB.,Converts gain to dB.
445,obj-2_obj-209_obj-272_root,obj-2,newobj,1,1,136.0,307.0,obj-209_obj-272_root,abstraction,lh.atodb,lh.atodb
446,obj-3_obj-209_obj-272_root,obj-3,outlet,1,0,78.0,221.0,obj-209_obj-272_root,standard,,outlet
447,obj-4_obj-209_obj-272_root,obj-4,outlet,1,0,56.0,221.0,obj-209_obj-272_root,standard,,outlet
448,obj-5_obj-209_obj-272_root,obj-5,inlet,0,1,83.0,12.0,obj-209_obj-272_root,standard,,inlet
449,obj-6_obj-209_obj-272_root,obj-6,inlet,0,1,56.0,12.0,obj-209_obj-272_root,standard,,inlet
450,obj-7_obj-209_obj-272_root,obj-7,meter~,1,1,121.0,57.0,obj-209_obj-272_root,standard,,meter~
451,obj-8_obj-209_obj-272_root,obj-8,meter~,1,1,102.0,57.0,obj-209_obj-272_root,standard,,meter~
452,obj-9_obj-209_obj-272_root,obj-9,newobj,1,1,130.0,224.0,obj-209_obj-272_root,standard,prepend set,prepend set
453,obj-10_obj-209_obj-272_root,obj-10,gain~,2,2,79.0,57.0,obj-209_obj-272_root,standard,,gain~
454,obj-11_obj-209_obj-272_root,obj-11,gain~,2,2,57.0,57.0,obj-209_obj-272_root,standard,,gain~
455,obj-13_obj-209_obj-272_root,obj-13,comment,1,0,204.0,48.0,obj-209_obj-272_root,standard,slider for gain (output number shows dB) and meter,slider for gain (output number shows dB) and meter
456,obj-209_obj-272_root,obj-209,bpatcher,2,2,62.0,212.0,obj-272_root,bpatcher,,bpatcher
457,obj-9_obj-272_root,obj-9,newobj,1,1,504.0,27.0,obj-272_root,standard,receive~ toPanR,receive~ toPanR
458,obj-8_obj-272_root,obj-8,newobj,1,1,361.0,27.0,obj-272_root,standard,receive~ toPanL,receive~ toPanL
459,obj-2_obj-272_root,obj-2,newobj,2,1,493.0,193.0,obj-272_root,standard,*~ 0.1,*~ 0.1
460,obj-3_obj-272_root,obj-3,newobj,2,1,377.75,167.0,obj-272_root,standard,*~ 0.1,*~ 0.1
461,obj-21_obj-6_obj-272_root,obj-21,message,2,1,303.0,48.0,obj-6_obj-272_root,standard,write,write
462,obj-19_obj-6_obj-272_root,obj-19,newobj,1,1,215.0,40.0,obj-6_obj-272_root,standard,loadbang,loadbang
463,obj-18_obj-6_obj-272_root,obj-18,message,2,1,205.0,83.0,obj-6_obj-272_root,standard,read grmeq,read grmeq
464,obj-16_obj-6_obj-272_root,obj-16,newobj,2,8,80.75,151.0,obj-6_obj-272_root,standard,vst~ "GRM Equalize Stereo",vst~ "GRM Equalize Stereo"
465,obj-15_obj-6_obj-272_root,obj-15,newobj,1,1,529.0,109.0,obj-6_obj-272_root,standard,loadmess 0.5,loadmess 0.5
466,obj-14_obj-6_obj-272_root,obj-14,inlet,0,1,125.0,72.0,obj-6_obj-272_root,standard,,inlet
467,obj-13_obj-6_obj-272_root,obj-13,inlet,0,1,46.0,72.0,obj-6_obj-272_root,standard,,inlet
468,obj-11_obj-6_obj-272_root,obj-11,outlet,1,0,46.0,436.0,obj-6_obj-272_root,standard,,outlet
469,obj-7_obj-6_obj-272_root,obj-7,outlet,1,0,133.0,436.0,obj-6_obj-272_root,standard,,outlet
470,obj-5_obj-6_obj-272_root,obj-5,newobj,6,1,119.0,393.0,obj-6_obj-272_root,standard,biquad~,biquad~
471,obj-3_obj-6_obj-272_root,obj-3,newobj,1,1,295.0,93.0,obj-6_obj-272_root,standard,loadmess 5,loadmess 5
472,obj-2_obj-6_obj-272_root,obj-2,newobj,1,1,475.0,83.0,obj-6_obj-272_root,standard,loadmess 6000,loadmess 6000
473,obj-10_obj-6_obj-272_root,obj-10,message,2,1,609.0,174.5,obj-6_obj-272_root,standard,set $1,set $1
474,obj-9_obj-6_obj-272_root,obj-9,message,2,1,529.0,174.5,obj-6_obj-272_root,standard,set $1,set $1
475,obj-8_obj-6_obj-272_root,obj-8,message,2,1,434.0,174.5,obj-6_obj-272_root,standard,set $1,set $1
476,obj-1_obj-6_obj-272_root,obj-1,comment,1,0,305.0,450.0,obj-6_obj-272_root,standard,produces a list of coefficients for the biquad~ object ,produces a list of coefficients for the biquad~ object 
477,obj-4_obj-6_obj-272_root,obj-4,message,2,1,295.0,420.0,obj-6_obj-272_root,standard,0.910227 -1.076974 0.730681 -1.076974 0.640909,0.910227 -1.076974 0.730681 -1.076974 0.640909
478,obj-71_obj-6_obj-272_root,obj-71,comment,1,0,596.5,160.0,obj-6_obj-272_root,standard,set Q or S,set Q or S
479,obj-72_obj-6_obj-272_root,obj-72,flonum,1,2,609.0,210.0,obj-6_obj-272_root,standard,,flonum
480,obj-74_obj-6_obj-272_root,obj-74,flonum,1,2,529.0,210.0,obj-6_obj-272_root,standard,,flonum
481,obj-75_obj-6_obj-272_root,obj-75,flonum,1,2,439.0,210.0,obj-6_obj-272_root,standard,,flonum
482,obj-81_obj-6_obj-272_root,obj-81,filtergraph~,8,7,295.0,247.5,obj-6_obj-272_root,standard,,filtergraph~
483,obj-83_obj-6_obj-272_root,obj-83,comment,1,0,523.5,160.0,obj-6_obj-272_root,standard,set gain,set gain
484,obj-24_obj-6_obj-272_root,obj-24,comment,1,0,125.0,280.0,obj-6_obj-272_root,standard,clear biquad~ if filter blows up,clear biquad~ if filter blows up
485,obj-63_obj-6_obj-272_root,obj-63,message,2,1,75.0,290.5,obj-6_obj-272_root,standard,clear,clear
486,obj-6_obj-6_obj-272_root,obj-6,newobj,6,1,12.5,365.0,obj-6_obj-272_root,standard,biquad~,biquad~
487,obj-12_obj-6_obj-272_root,obj-12,attrui,1,1,295.0,196.5,obj-6_obj-272_root,standard,,attrui
488,obj-6_obj-272_root,obj-6,newobj,2,2,386.0,78.0,obj-272_root,subpatcher,p filter,p filter
489,obj-5_obj-272_root,obj-5,newobj,2,1,273.0,336.0,obj-272_root,standard,*~ 0.1,*~ 0.1
490,obj-4_obj-272_root,obj-4,newobj,2,1,257.0,262.0,obj-272_root,standard,*~ 0.1,*~ 0.1
491,obj-16_obj-272_root,obj-16,inlet,0,1,638.0,39.0,obj-272_root,standard,,inlet
492,obj-21_obj-17_obj-272_root,obj-21,message,2,1,303.0,48.0,obj-17_obj-272_root,standard,write,write
493,obj-19_obj-17_obj-272_root,obj-19,newobj,1,1,215.0,40.0,obj-17_obj-272_root,standard,loadbang,loadbang
494,obj-18_obj-17_obj-272_root,obj-18,message,2,1,205.0,83.0,obj-17_obj-272_root,standard,read grmeq,read grmeq
495,obj-16_obj-17_obj-272_root,obj-16,newobj,2,8,80.75,151.0,obj-17_obj-272_root,standard,vst~ "GRM Equalize Stereo",vst~ "GRM Equalize Stereo"
496,obj-15_obj-17_obj-272_root,obj-15,newobj,1,1,529.0,109.0,obj-17_obj-272_root,standard,loadmess 0.5,loadmess 0.5
497,obj-14_obj-17_obj-272_root,obj-14,inlet,0,1,125.0,72.0,obj-17_obj-272_root,standard,,inlet
498,obj-13_obj-17_obj-272_root,obj-13,inlet,0,1,46.0,72.0,obj-17_obj-272_root,standard,,inlet
499,obj-11_obj-17_obj-272_root,obj-11,outlet,1,0,46.0,436.0,obj-17_obj-272_root,standard,,outlet
500,obj-7_obj-17_obj-272_root,obj-7,outlet,1,0,133.0,436.0,obj-17_obj-272_root,standard,,outlet
501,obj-5_obj-17_obj-272_root,obj-5,newobj,6,1,119.0,393.0,obj-17_obj-272_root,standard,biquad~,biquad~
502,obj-3_obj-17_obj-272_root,obj-3,newobj,1,1,295.0,93.0,obj-17_obj-272_root,standard,loadmess 5,loadmess 5
503,obj-2_obj-17_obj-272_root,obj-2,newobj,1,1,475.0,83.0,obj-17_obj-272_root,standard,loadmess 6000,loadmess 6000
504,obj-10_obj-17_obj-272_root,obj-10,message,2,1,609.0,174.5,obj-17_obj-272_root,standard,set $1,set $1
505,obj-9_obj-17_obj-272_root,obj-9,message,2,1,529.0,174.5,obj-17_obj-272_root,standard,set $1,set $1
506,obj-8_obj-17_obj-272_root,obj-8,message,2,1,434.0,174.5,obj-17_obj-272_root,standard,set $1,set $1
507,obj-1_obj-17_obj-272_root,obj-1,comment,1,0,305.0,450.0,obj-17_obj-272_root,standard,produces a list of coefficients for the biquad~ object ,produces a list of coefficients for the biquad~ object 
508,obj-4_obj-17_obj-272_root,obj-4,message,2,1,295.0,420.0,obj-17_obj-272_root,standard,0.910227 -1.076974 0.730681 -1.076974 0.640909,0.910227 -1.076974 0.730681 -1.076974 0.640909
509,obj-71_obj-17_obj-272_root,obj-71,comment,1,0,596.5,160.0,obj-17_obj-272_root,standard,set Q or S,set Q or S
510,obj-72_obj-17_obj-272_root,obj-72,flonum,1,2,609.0,210.0,obj-17_obj-272_root,standard,,flonum
511,obj-74_obj-17_obj-272_root,obj-74,flonum,1,2,529.0,210.0,obj-17_obj-272_root,standard,,flonum
512,obj-75_obj-17_obj-272_root,obj-75,flonum,1,2,439.0,210.0,obj-17_obj-272_root,standard,,flonum
513,obj-81_obj-17_obj-272_root,obj-81,filtergraph~,8,7,295.0,247.5,obj-17_obj-272_root,standard,,filtergraph~
514,obj-83_obj-17_obj-272_root,obj-83,comment,1,0,523.5,160.0,obj-17_obj-272_root,standard,set gain,set gain
515,obj-24_obj-17_obj-272_root,obj-24,comment,1,0,125.0,280.0,obj-17_obj-272_root,standard,clear biquad~ if filter blows up,clear biquad~ if filter blows up
516,obj-63_obj-17_obj-272_root,obj-63,message,2,1,75.0,290.5,obj-17_obj-272_root,standard,clear,clear
517,obj-6_obj-17_obj-272_root,obj-6,newobj,6,1,12.5,365.0,obj-17_obj-272_root,standard,biquad~,biquad~
518,obj-12_obj-17_obj-272_root,obj-12,attrui,1,1,295.0,196.5,obj-17_obj-272_root,standard,,attrui
519,obj-17_obj-272_root,obj-17,newobj,2,2,257.0,175.0,obj-272_root,subpatcher,p filter,p filter
520,obj-19_obj-272_root,obj-19,newobj,1,1,528.0,398.0,obj-272_root,standard,if $i1==91 then 2 else 1,if $i1==91 then 2 else 1
521,obj-20_obj-272_root,obj-20,newobj,1,8,487.5,366.0,obj-272_root,standard,midiparse,midiparse
522,obj-21_obj-272_root,obj-21,newobj,1,1,487.5,332.0,obj-272_root,standard,midiin "VoiceLive 2",midiin "VoiceLive 2"
523,obj-22_obj-272_root,obj-22,number,1,2,528.0,498.0,obj-272_root,standard,,number
524,obj-23_obj-272_root,obj-23,newobj,1,1,449.0,408.0,obj-272_root,standard,loadmess 1,loadmess 1
525,obj-208_obj-272_root,obj-208,newobj,8,0,248.75,606.0,obj-272_root,standard,lh.dac~ 1 2 3 4 5 6 7 8,lh.dac~ 1 2 3 4 5 6 7 8
526,obj-24_obj-272_root,obj-24,inlet,0,1,153.0,39.0,obj-272_root,standard,,inlet
527,obj-25_obj-272_root,obj-25,inlet,0,1,252.75,27.0,obj-272_root,standard,,inlet
528,obj-272_root,obj-272,newobj,3,0,704.0,707.0,root,subpatcher,p OUTPUTS,p OUTPUTS
529,obj-157_root,obj-157,newobj,1,0,215.307143,141.0,root,standard,send~ knifeFinal,send~ knifeFinal
530,obj-61_root,obj-61,button,1,1,141.0,1035.0,root,standard,,button
531,obj-57_root,obj-57,newobj,2,1,141.0,1061.0,root,standard,0,0
532,obj-50_root,obj-50,newobj,2,1,104.0,1036.0,root,standard,1,1
533,obj-38_root,obj-38,toggle,1,1,104.0,1088.0,root,standard,,toggle
534,obj-4_root,obj-4,newobj,2,2,104.0,1001.0,root,standard,sel 4,sel 4
535,obj-26_root,obj-26,newobj,1,3,104.0,975.0,root,standard,change,change
536,obj-27_root,obj-27,newobj,0,1,103.0,949.0,root,standard,r on5,r on5
537,obj-25_obj-531_root,obj-25,newobj,2,1,475.0,737.5,obj-531_root,standard,gate~,gate~
538,obj-22_obj-531_root,obj-22,newobj,1,1,475.0,698.5,obj-531_root,standard,if $i1==7 then 1 else 0,if $i1==7 then 1 else 0
539,obj-17_obj-531_root,obj-17,newobj,0,1,475.0,663.0,obj-531_root,standard,r wherearewe,r wherearewe
540,obj-8_obj-531_root,obj-8,newobj,1,0,475.0,777.0,obj-531_root,standard,send~ toBonk,send~ toBonk
541,obj-86_obj-531_root,obj-86,button,1,1,19.0,49.0,obj-531_root,standard,,button
542,obj-84_obj-531_root,obj-84,newobj,0,1,19.0,17.0,obj-531_root,standard,r reset,r reset
543,obj-68_obj-531_root,obj-68,newobj,2,1,798.25,555.0,obj-531_root,standard,0,0
544,obj-143_obj-531_root,obj-143,newobj,0,1,987.5,545.0,obj-531_root,standard,r gateCloseDrum,r gateCloseDrum
545,obj-142_obj-531_root,obj-142,newobj,2,1,767.0,555.0,obj-531_root,standard,2,2
546,obj-139_obj-531_root,obj-139,newobj,3,3,767.0,528.0,obj-531_root,standard,sel 3 2,sel 3 2
547,obj-137_obj-531_root,obj-137,newobj,0,1,767.0,491.0,obj-531_root,standard,r wherearewe,r wherearewe
548,obj-141_obj-531_root,obj-141,outlet,1,0,953.5,797.0,obj-531_root,standard,,outlet
549,obj-129_obj-531_root,obj-129,newobj,1,1,893.0,767.0,obj-531_root,standard,pass~,pass~
550,obj-128_obj-531_root,obj-128,newobj,1,1,762.0,767.0,obj-531_root,standard,pass~,pass~
551,obj-122_obj-531_root,obj-122,outlet,1,0,893.0,797.0,obj-531_root,standard,,outlet
552,obj-102_obj-531_root,obj-102,outlet,1,0,762.0,797.0,obj-531_root,standard,,outlet
553,obj-125_obj-531_root,obj-125,number,1,2,767.0,608.0,obj-531_root,standard,,number
554,obj-118_obj-531_root,obj-118,newobj,0,1,987.5,574.307495,obj-531_root,standard,r hitrecord,r hitrecord
555,obj-62_obj-531_root,obj-62,newobj,0,1,852.0,491.0,obj-531_root,standard,r slicerNovOn,r slicerNovOn
556,obj-126_obj-531_root,obj-126,message,2,1,19.0,84.5,obj-531_root,standard,clear,clear
557,obj-124_obj-531_root,obj-124,newobj,1,0,498.5,411.0,obj-531_root,standard,s internalPlayer,s internalPlayer
558,obj-7_obj-531_root,obj-7,newobj,1,2,19.0,113.5,obj-531_root,standard,buffer~ novVoice 5000,buffer~ novVoice 5000
559,obj-138_obj-531_root,obj-138,button,1,1,987.5,608.0,obj-531_root,standard,,button
560,obj-121_obj-531_root,obj-121,newobj,2,1,1109.0,564.0,obj-531_root,standard,+ 5000,+ 5000
561,obj-120_obj-531_root,obj-120,newobj,2,1,1109.0,537.0,obj-531_root,standard,random 10000,random 10000
562,obj-119_obj-531_root,obj-119,message,2,1,1109.0,594.0,obj-531_root,standard,0, 1 $1
563,obj-117_obj-531_root,obj-117,newobj,3,2,1109.0,639.0,obj-531_root,standard,line 1.,line 1.
564,obj-116_obj-531_root,obj-116,newobj,2,2,1109.0,508.0,obj-531_root,standard,sel 0,sel 0
565,obj-115_obj-531_root,obj-115,newobj,1,1,1143.0,713.5,obj-531_root,standard,deferlow,deferlow
566,obj-113_obj-531_root,obj-113,flonum,1,2,1109.0,743.5,obj-531_root,standard,,flonum
567,obj-106_obj-531_root,obj-106,newobj,1,1,1143.0,685.5,obj-531_root,standard,loadmess 0,loadmess 0
568,obj-8_obj-93_obj-531_root,obj-8,newobj,1,1,452.0,164.0,obj-93_obj-531_root,standard,expr sin($f1),expr sin($f1)
569,obj-12_obj-93_obj-531_root,obj-12,newobj,6,1,367.0,121.0,obj-93_obj-531_root,standard,scale 0. 1. 0. 1.57075,scale 0. 1. 0. 1.57075
570,obj-9_obj-93_obj-531_root,obj-9,newobj,1,1,367.0,164.0,obj-93_obj-531_root,standard,expr cos($f1),expr cos($f1)
571,obj-7_obj-93_obj-531_root,obj-7,outlet,1,0,167.0,295.0,obj-93_obj-531_root,standard,,outlet
572,obj-6_obj-93_obj-531_root,obj-6,outlet,1,0,117.0,295.0,obj-93_obj-531_root,standard,,outlet
573,obj-5_obj-93_obj-531_root,obj-5,inlet,0,1,367.0,81.0,obj-93_obj-531_root,standard,,inlet
574,obj-4_obj-93_obj-531_root,obj-4,inlet,0,1,269.0,152.0,obj-93_obj-531_root,standard,,inlet
575,obj-3_obj-93_obj-531_root,obj-3,inlet,0,1,219.0,152.0,obj-93_obj-531_root,standard,,inlet
576,obj-2_obj-93_obj-531_root,obj-2,inlet,0,1,167.0,152.0,obj-93_obj-531_root,standard,,inlet
577,obj-1_obj-93_obj-531_root,obj-1,inlet,0,1,117.0,152.0,obj-93_obj-531_root,standard,,inlet
578,obj-16_obj-93_obj-531_root,obj-16,newobj,2,1,269.0,244.0,obj-93_obj-531_root,standard,*~ 0.,*~ 0.
579,obj-17_obj-93_obj-531_root,obj-17,newobj,2,1,219.0,244.0,obj-93_obj-531_root,standard,*~ 0.,*~ 0.
580,obj-18_obj-93_obj-531_root,obj-18,newobj,2,1,167.0,244.0,obj-93_obj-531_root,standard,*~ 0.,*~ 0.
581,obj-19_obj-93_obj-531_root,obj-19,newobj,2,1,117.0,244.0,obj-93_obj-531_root,standard,*~ 0.,*~ 0.
582,obj-93_obj-531_root,obj-93,newobj,5,2,762.0,708.0,obj-531_root,abstraction,lh.crossFaderTrigsStereo~,lh.crossFaderTrigsStereo~
583,obj-35_obj-51_obj-531_root,obj-35,comment,1,0,669.0,378.0,obj-51_obj-531_root,standard,want to get 20 slices,want to get 20 slices
584,obj-26_obj-51_obj-531_root,obj-26,comment,1,0,11.0,20.0,obj-51_obj-531_root,standard,adapted from FluCoMa helpfiles/forum,adapted from FluCoMa helpfiles/forum
585,obj-8_obj-51_obj-531_root,obj-8,number,1,2,30.5,211.0,obj-51_obj-531_root,standard,,number
586,obj-124_obj-51_obj-531_root,obj-124,newobj,0,1,118.5,185.0,obj-51_obj-531_root,standard,r internalPlayer,r internalPlayer
587,obj-23_obj-51_obj-531_root,obj-23,inlet,0,1,30.5,136.0,obj-51_obj-531_root,standard,,inlet
588,obj-22_obj-51_obj-531_root,obj-22,inlet,0,1,274.0,20.0,obj-51_obj-531_root,standard,,inlet
589,obj-15_obj-51_obj-531_root,obj-15,outlet,1,0,171.5,703.5,obj-51_obj-531_root,standard,,outlet
590,obj-12_obj-51_obj-531_root,obj-12,outlet,1,0,102.5,703.5,obj-51_obj-531_root,standard,,outlet
591,obj-24_obj-51_obj-531_root,obj-24,newobj,0,1,222.0,185.0,obj-51_obj-531_root,standard,r clickeroo,r clickeroo
592,obj-13_obj-51_obj-531_root,obj-13,newobj,2,1,30.5,363.0,obj-51_obj-531_root,standard,random,random
593,obj-11_obj-51_obj-531_root,obj-11,newobj,3,1,30.5,314.0,obj-51_obj-531_root,standard,switch,switch
594,obj-50_obj-51_obj-531_root,obj-50,comment,1,0,809.0,598.0,obj-51_obj-531_root,standard,the number of iterations it took to reach that value,the number of iterations it took to reach that value
595,obj-46_obj-51_obj-531_root,obj-46,comment,1,0,541.0,235.0,obj-51_obj-531_root,standard,threshold,threshold
596,obj-27_obj-51_obj-531_root,obj-27,newobj,2,1,370.0,363.0,obj-51_obj-531_root,standard,- 1,- 1
597,obj-14_obj-51_obj-531_root,obj-14,newobj,1,3,370.0,326.0,obj-51_obj-531_root,standard,getattr samps @listen 0,getattr samps @listen 0
598,obj-48_obj-51_obj-531_root,obj-48,number,1,2,264.0,451.0,obj-51_obj-531_root,standard,,number
599,obj-52_obj-51_obj-531_root,obj-52,newobj,1,2,537.0,635.5,obj-51_obj-531_root,standard,t f b,t f b
600,obj-18_obj-51_obj-531_root,obj-18,newobj,2,1,537.0,703.5,obj-51_obj-531_root,standard,expr $f1 * (($f2 / 100000000.) + 0.999),expr $f1 * (($f2 / 100000000.) + 0.999)
601,obj-16_obj-51_obj-531_root,obj-16,newobj,2,1,578.0,666.0,obj-51_obj-531_root,standard,random 200001,random 200001
602,obj-10_obj-51_obj-531_root,obj-10,newobj,1,1,614.0,351.0,obj-51_obj-531_root,standard,loadmess 20,loadmess 20
603,obj-6_obj-51_obj-531_root,obj-6,newobj,2,1,818.0,557.0,obj-51_obj-531_root,standard,< 100,< 100
604,obj-3_obj-51_obj-531_root,obj-3,newobj,2,1,537.0,605.0,obj-51_obj-531_root,standard,gate,gate
605,obj-2_obj-51_obj-531_root,obj-2,newobj,1,2,552.0,479.0,obj-51_obj-531_root,standard,t f b,t f b
606,obj-1_obj-51_obj-531_root,obj-1,newobj,1,1,552.0,528.0,obj-51_obj-531_root,standard,deferlow,deferlow
607,obj-53_obj-51_obj-531_root,obj-53,number,1,2,30.5,464.0,obj-51_obj-531_root,standard,,number
608,obj-72_obj-51_obj-531_root,obj-72,newobj,2,2,171.5,553.0,obj-51_obj-531_root,standard,sel 0,sel 0
609,obj-66_obj-51_obj-531_root,obj-66,newobj,1,1,102.5,620.0,obj-51_obj-531_root,standard,prepend start,prepend start
610,obj-65_obj-51_obj-531_root,obj-65,newobj,2,1,102.5,590.0,obj-51_obj-531_root,standard,join 2 @triggers 1,join 2 @triggers 1
611,obj-31_obj-51_obj-531_root,obj-31,newobj,1,2,102.5,654.0,obj-51_obj-531_root,standard,play~ novVoice,play~ novVoice
612,obj-5_obj-20_obj-51_obj-531_root,obj-5,newobj,1,1,323.0,169.0,obj-20_obj-51_obj-531_root,standard,t b,t b
613,obj-4_obj-20_obj-51_obj-531_root,obj-4,newobj,1,9,323.0,195.0,obj-20_obj-51_obj-531_root,standard,info~ slices,info~ slices
